sample_id	forward-absolute-filepath	reverse-absolute-filepath	Mouse-ID	LK16Sid	ExName	Ex	LavageDate	MP	SampleOrigin	Cage	ExCage	ExCageTp	Timepoint	TimeP	Timepoint.wks	AntibioticTx	Infected	Tp.Cage	Tp.ABX	Tp.Infect	ABX.Infect	Tp.ABX.Infect	NaturalMicro	InfectionStage	InfectStage2	InfectStageDepo	InfectStagePreUM	InfectStageDEM	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseCINEndpointRanked	Cleared.Persistent
LK16S004-085	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_085_S85_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_085_S85_R2_001.fastq.gz	08-19-M6-2	LK16S004_085	Baseline	E3	8/19/20	M6-2	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp3	Timepoint 3	3	3	None	Untouched	Tp3_Cage6	Tp3_None	Tp3_Untouched	None_Untouched	Tp3_None_Untouched	Untouched	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-086	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_086_S86_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_086_S86_R2_001.fastq.gz	08-19-M6-3	LK16S004_086	Baseline	E3	8/19/20	M6-3	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp3	Timepoint 3	3	3	None	Untouched	Tp3_Cage6	Tp3_None	Tp3_Untouched	None_Untouched	Tp3_None_Untouched	Untouched	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-087	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_087_S87_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_087_S87_R2_001.fastq.gz	08-19-M6-4	LK16S004_087	Baseline	E3	8/19/20	M6-4	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp3	Timepoint 3	3	3	None	Untouched	Tp3_Cage6	Tp3_None	Tp3_Untouched	None_Untouched	Tp3_None_Untouched	Untouched	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-088	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_088_S88_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_088_S88_R2_001.fastq.gz	08-19-M7-1	LK16S004_088	Baseline	E3	8/19/20	M7-1	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp3	Timepoint 3	3	3	None	Infected	Tp3_Cage7	Tp3_None	Tp3_Infected	None_Infected	Tp3_None_Infected	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-089	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R2_001.fastq.gz	08-19-M7-2	LK16S004_089	Baseline	E3	8/19/20	M7-2	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp3	Timepoint 3	3	3	None	Infected	Tp3_Cage7	Tp3_None	Tp3_Infected	None_Infected	Tp3_None_Infected	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo			CIN3	High	Persistent
LK16S004-090	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_090_S90_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_090_S90_R2_001.fastq.gz	08-19-M7-3	LK16S004_090	Baseline	E3	8/19/20	M7-3	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp3	Timepoint 3	3	3	None	Infected	Tp3_Cage7	Tp3_None	Tp3_Infected	None_Infected	Tp3_None_Infected	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo			CIN2	Low	Persistent
LK16S004-091	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_091_S91_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_091_S91_R2_001.fastq.gz	08-19-M08-1	LK16S004_091	Baseline	E3	8/19/20	M8-1	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp3	Timepoint 3	3	3	None	Mock	Tp3_Cage8	Tp3_None	Tp3_Mock	None_Mock	Tp3_None_Mock	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-092	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_092_S92_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_092_S92_R2_001.fastq.gz	08-19-M08-2	LK16S004_092	Baseline	E3	8/19/20	M8-2	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp3	Timepoint 3	3	3	None	Mock	Tp3_Cage8	Tp3_None	Tp3_Mock	None_Mock	Tp3_None_Mock	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-093	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R2_001.fastq.gz	08-19-M08-3	LK16S004_093	Baseline	E3	8/19/20	M8-3	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp3	Timepoint 3	3	3	None	Mock	Tp3_Cage8	Tp3_None	Tp3_Mock	None_Mock	Tp3_None_Mock	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-094	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_094_S94_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_094_S94_R2_001.fastq.gz	08-19-M08-4	LK16S004_094	Baseline	E3	8/19/20	M8-4	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp3	Timepoint 3	3	3	None	Mock	Tp3_Cage8	Tp3_None	Tp3_Mock	None_Mock	Tp3_None_Mock	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-095	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_095_S97_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_095_S97_R2_001.fastq.gz	08-19-M08-5	LK16S004_095	Baseline	E3	8/19/20	M8-5	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp3	Timepoint 3	3	3	None	Mock	Tp3_Cage8	Tp3_None	Tp3_Mock	None_Mock	Tp3_None_Mock	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-096	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_096_S98_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_096_S98_R2_001.fastq.gz	08-19-M9-1	LK16S004_096	Baseline	E3	8/19/20	M9-1	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp3	Timepoint 3	3	3	ABX	Mock	Tp3_Cage9	Tp3_ABX	Tp3_Mock	ABX_Mock	Tp3_ABX_Mock	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-097	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_097_S99_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_097_S99_R2_001.fastq.gz	08-19-M9-2	LK16S004_097	Baseline	E3	8/19/20	M9-2	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp3	Timepoint 3	3	3	ABX	Mock	Tp3_Cage9	Tp3_ABX	Tp3_Mock	ABX_Mock	Tp3_ABX_Mock	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-098	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_098_S100_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_098_S100_R2_001.fastq.gz	08-19-M9-3	LK16S004_098	Baseline	E3	8/19/20	M9-3	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp3	Timepoint 3	3	3	ABX	Mock	Tp3_Cage9	Tp3_ABX	Tp3_Mock	ABX_Mock	Tp3_ABX_Mock	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-099	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_099_S101_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_099_S101_R2_001.fastq.gz	08-19-M10-1	LK16S004_099	Baseline	E3	8/19/20	M10-1	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp3	Timepoint 3	3	3	ABX	Infected	Tp3_Cage10	Tp3_ABX	Tp3_Infected	ABX_Infected	Tp3_ABX_Infected	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-100	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_100_S102_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_100_S102_R2_001.fastq.gz	08-19-M10-2	LK16S004_100	Baseline	E3	8/19/20	M10-2	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp3	Timepoint 3	3	3	ABX	Infected	Tp3_Cage10	Tp3_ABX	Tp3_Infected	ABX_Infected	Tp3_ABX_Infected	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-101	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_101_S103_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_101_S103_R2_001.fastq.gz	08-19-M10-3	LK16S004_101	Baseline	E3	8/19/20	M10-3	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp3	Timepoint 3	3	3	ABX	Infected	Tp3_Cage10	Tp3_ABX	Tp3_Infected	ABX_Infected	Tp3_ABX_Infected	No	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-102	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_102_S104_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_102_S104_R2_001.fastq.gz	08-19-M11-1	LK16S004_102	Baseline	E3	8/19/20	M11-1	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp3	Timepoint 3	3	3	None	Infected	Tp3_Cage11	Tp3_None	Tp3_Infected	None_Infected	Tp3_None_Infected	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo			CIN3	High 	Persistent
LK16S004-103	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_103_S105_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_103_S105_R2_001.fastq.gz	08-19-M11-2	LK16S004_103	Baseline	E3	8/19/20	M11-2	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp3	Timepoint 3	3	3	None	Infected	Tp3_Cage11	Tp3_None	Tp3_Infected	None_Infected	Tp3_None_Infected	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo					
LK16S004-104	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R2_001.fastq.gz	08-19-M11-3	LK16S004_104	Baseline	E3	8/19/20	M11-3	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp3	Timepoint 3	3	3	None	Infected	Tp3_Cage11	Tp3_None	Tp3_Infected	None_Infected	Tp3_None_Infected	Post-Depo	3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected	Pre-Infection	Post-Depo	Post-Depo	Post-Depo			CIN2	Low	Persistent
LK16S004-105	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_105_S109_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_105_S109_R2_001.fastq.gz	09-01-M3-1	LK16S004_105	Baseline	E3	9/1/20	M3-1	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp4	Timepoint 4	4	4	ABX	Mock	Tp4_Cage3	Tp4_ABX	Tp4_Mock	ABX_Mock	Tp4_ABX_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-106	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_106_S110_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_106_S110_R2_001.fastq.gz	09-01-M3-2	LK16S004_106	Baseline	E3	9/1/20	M3-2	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp4	Timepoint 4	4	4	ABX	Mock	Tp4_Cage3	Tp4_ABX	Tp4_Mock	ABX_Mock	Tp4_ABX_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-107	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_107_S111_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_107_S111_R2_001.fastq.gz	09-01-M3-3	LK16S004_107	Baseline	E3	9/1/20	M3-3	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp4	Timepoint 4	4	4	ABX	Mock	Tp4_Cage3	Tp4_ABX	Tp4_Mock	ABX_Mock	Tp4_ABX_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-108	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_108_S112_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_108_S112_R2_001.fastq.gz	09-01-M4-1	LK16S004_108	Baseline	E3	9/1/20	M4-1	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp4	Timepoint 4	4	4	ABX	Infected	Tp4_Cage4	Tp4_ABX	Tp4_Infected	ABX_Infected	Tp4_ABX_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)			CIN3	High	
LK16S004-109	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_109_S113_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_109_S113_R2_001.fastq.gz	09-01-M4-2	LK16S004_109	Baseline	E3	9/1/20	M4-2	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp4	Timepoint 4	4	4	ABX	Infected	Tp4_Cage4	Tp4_ABX	Tp4_Infected	ABX_Infected	Tp4_ABX_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)			CIN3	High 	
LK16S004-110	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_110_S114_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_110_S114_R2_001.fastq.gz	09-01-M4-3	LK16S004_110	Baseline	E3	9/1/20	M4-3	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp4	Timepoint 4	4	4	ABX	Infected	Tp4_Cage4	Tp4_ABX	Tp4_Infected	ABX_Infected	Tp4_ABX_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)			CIN2	Low	
LK16S004-111	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_111_S115_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_111_S115_R2_001.fastq.gz	09-01-M5-1	LK16S004_111	Baseline	E3	9/1/20	M5-1	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp4	Timepoint 4	4	4	ABX	Untouched	Tp4_Cage5	Tp4_ABX	Tp4_Untouched	ABX_Untouched	Tp4_ABX_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-112	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_112_S116_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_112_S116_R2_001.fastq.gz	09-01-M5-2	LK16S004_112	Baseline	E3	9/1/20	M5-2	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp4	Timepoint 4	4	4	ABX	Untouched	Tp4_Cage5	Tp4_ABX	Tp4_Untouched	ABX_Untouched	Tp4_ABX_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-113	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_113_S117_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_113_S117_R2_001.fastq.gz	09-01-M5-3	LK16S004_113	Baseline	E3	9/1/20	M5-3	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp4	Timepoint 4	4	4	ABX	Untouched	Tp4_Cage5	Tp4_ABX	Tp4_Untouched	ABX_Untouched	Tp4_ABX_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-114	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_114_S118_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_114_S118_R2_001.fastq.gz	09-01-M5-4	LK16S004_114	Baseline	E3	9/1/20	M5-4	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp4	Timepoint 4	4	4	ABX	Untouched	Tp4_Cage5	Tp4_ABX	Tp4_Untouched	ABX_Untouched	Tp4_ABX_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-115	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_115_S119_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_115_S119_R2_001.fastq.gz	09-01-M5-5	LK16S004_115	Baseline	E3	9/1/20	M5-5	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp4	Timepoint 4	4	4	ABX	Untouched	Tp4_Cage5	Tp4_ABX	Tp4_Untouched	ABX_Untouched	Tp4_ABX_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-116	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_116_S120_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_116_S120_R2_001.fastq.gz	09-01-M6-1	LK16S004_116	Baseline	E3	9/1/20	M6-1	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp4	Timepoint 4	4	4	None	Untouched	Tp4_Cage6	Tp4_None	Tp4_Untouched	None_Untouched	Tp4_None_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-117	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_117_S121_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_117_S121_R2_001.fastq.gz	09-01-M6-2	LK16S004_117	Baseline	E3	9/1/20	M6-2	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp4	Timepoint 4	4	4	None	Untouched	Tp4_Cage6	Tp4_None	Tp4_Untouched	None_Untouched	Tp4_None_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-118	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R2_001.fastq.gz	09-01-M6-3	LK16S004_118	Baseline	E3	9/1/20	M6-3	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp4	Timepoint 4	4	4	None	Untouched	Tp4_Cage6	Tp4_None	Tp4_Untouched	None_Untouched	Tp4_None_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-119	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_119_S123_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_119_S123_R2_001.fastq.gz	09-01-M6-4	LK16S004_119	Baseline	E3	9/1/20	M6-4	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp4	Timepoint 4	4	4	None	Untouched	Tp4_Cage6	Tp4_None	Tp4_Untouched	None_Untouched	Tp4_None_Untouched	No	2 wks post-MmuPV1 infection	Infected	Infected	Untouched	Infection Establishment (2wpi)					
LK16S004-120	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_120_S124_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_120_S124_R2_001.fastq.gz	09-01-M7-1	LK16S004_120	Baseline	E3	9/1/20	M7-1	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp4	Timepoint 4	4	4	None	Infected	Tp4_Cage7	Tp4_None	Tp4_Infected	None_Infected	Tp4_None_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)					
LK16S004-121	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_121_S125_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_121_S125_R2_001.fastq.gz	09-01-M7-2	LK16S004_121	Baseline	E3	9/1/20	M7-2	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp4	Timepoint 4	4	4	None	Infected	Tp4_Cage7	Tp4_None	Tp4_Infected	None_Infected	Tp4_None_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)			CIN3	High	Persistent
LK16S004-122	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_122_S126_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_122_S126_R2_001.fastq.gz	09-01-M7-3	LK16S004_122	Baseline	E3	9/1/20	M7-3	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp4	Timepoint 4	4	4	None	Infected	Tp4_Cage7	Tp4_None	Tp4_Infected	None_Infected	Tp4_None_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)			CIN2	Low	Persistent
LK16S004-123	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_123_S127_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_123_S127_R2_001.fastq.gz	09-01-M8-1	LK16S004_123	Baseline	E3	9/1/20	M8-1	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp4	Timepoint 4	4	4	None	Mock	Tp4_Cage8	Tp4_None	Tp4_Mock	None_Mock	Tp4_None_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-124	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_124_S128_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_124_S128_R2_001.fastq.gz	09-01-M8-2	LK16S004_124	Baseline	E3	9/1/20	M8-2	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp4	Timepoint 4	4	4	None	Mock	Tp4_Cage8	Tp4_None	Tp4_Mock	None_Mock	Tp4_None_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-125	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_125_S129_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_125_S129_R2_001.fastq.gz	09-01-M8-3	LK16S004_125	Baseline	E3	9/1/20	M8-3	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp4	Timepoint 4	4	4	None	Mock	Tp4_Cage8	Tp4_None	Tp4_Mock	None_Mock	Tp4_None_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-126	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_126_S130_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_126_S130_R2_001.fastq.gz	09-01-M8-4	LK16S004_126	Baseline	E3	9/1/20	M8-4	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp4	Timepoint 4	4	4	None	Mock	Tp4_Cage8	Tp4_None	Tp4_Mock	None_Mock	Tp4_None_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-127	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_127_S131_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_127_S131_R2_001.fastq.gz	09-01-M8-5	LK16S004_127	Baseline	E3	9/1/20	M8-5	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp4	Timepoint 4	4	4	None	Mock	Tp4_Cage8	Tp4_None	Tp4_Mock	None_Mock	Tp4_None_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-128	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_128_S132_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_128_S132_R2_001.fastq.gz	09-01-M9-1	LK16S004_128	Baseline	E3	9/1/20	M9-1	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp4	Timepoint 4	4	4	ABX	Mock	Tp4_Cage9	Tp4_ABX	Tp4_Mock	ABX_Mock	Tp4_ABX_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
