sample-id	forward-absolute-filepath	reverse-absolute-filepath	Mouse-ID	LK16Sid	ExName	Ex	LavageDate	MP	SampleOrigin	Cage	ExCage	ExCageTp	Timepoint	TimeP	Timepoint.wks	AntibioticTx	Tp.Cage	Tp.ABX	NaturalMicro	Infected	InfectStage2	InfectStageDepo	InfectStageDEM	InfectStage	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseEndpointRanked	Cleared/PersistentAtEndpoint
LKMB005_097	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_097_S99_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_097_S99_R2_001.fastq.gz	09-16--MP1-3	LKMB005_097	Pilot	E2	16-Sep	MP1-3	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage1	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	5.59E+03	Low	CIN 2	Low	Close to cleared
LKMB005_098	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_098_S100_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_098_S100_R2_001.fastq.gz	09-16--MP1-4	LKMB005_098	Pilot	E2	16-Sep	MP1-4	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage1	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	7.38E+03	Low	CIN 2	Low	Close to cleared
LKMB005_099	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_099_S101_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_099_S101_R2_001.fastq.gz	09-16--MP2-1	LKMB005_099	Pilot	E2	16-Sep	MP2-1	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage2	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	7.71E+03	Low	CIN 2	Low	Cleared 
LKMB005_100	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_100_S102_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_100_S102_R2_001.fastq.gz	09-16--MP2-2	LKMB005_100	Pilot	E2	16-Sep	MP2-2	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage2	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	1.37E+04	Low	CIN 2	Low	Persistent
LKMB005_101	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_101_S103_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_101_S103_R2_001.fastq.gz	09-16--MP2-3	LKMB005_101	Pilot	E2	16-Sep	MP2-3	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage2	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	2.30E+05	High	CIN 3	High	Persistent
LKMB005_102	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_102_S104_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_102_S104_R2_001.fastq.gz	09-16--MP2-4	LKMB005_102	Pilot	E2	16-Sep	MP2-4	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage2	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	3.42E+04	High	CIN 3	High	Persistent
LKMB005_103	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_103_S105_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_103_S105_R2_001.fastq.gz	09-16--MP3-1	LKMB005_103	Pilot	E2	16-Sep	MP3-1	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage3	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	2.13E+05	High	CIN 2	Low	Persistent
LKMB005_104	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_104_S106_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_104_S106_R2_001.fastq.gz	09-16--MP3-2	LKMB005_104	Pilot	E2	16-Sep	MP3-2	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage3	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	9.62E+04	High	CIN 3	High	Persistent
LKMB005_105	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_105_S107_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_105_S107_R2_001.fastq.gz	09-16--MP3-3	LKMB005_105	Pilot	E2	16-Sep	MP3-3	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp5	Timepoint 5	5	8	ABX	Tp5_Cage3	Tp5_ABX	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	2.17E+05	High	CIN 3	High	Persistent
LKMB005_106	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_106_S108_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_106_S108_R2_001.fastq.gz	09-16--MP4-1	LKMB005_106	Pilot	E2	16-Sep	MP4-1	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp5	Timepoint 5	5	8	None	Tp5_Cage4	Tp5_None	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	5.42E+03	Low	CIN 3	High	Persistent
LKMB005_107	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_107_S109_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_107_S109_R2_001.fastq.gz	09-16--MP4-2	LKMB005_107	Pilot	E2	16-Sep	MP4-2	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp5	Timepoint 5	5	8	None	Tp5_Cage4	Tp5_None	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	8.74E+05	High	CIN 3	High	Persistent
LKMB005_108	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_108_S110_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_108_S110_R2_001.fastq.gz	09-16--MP4-3	LKMB005_108	Pilot	E2	16-Sep	MP4-3	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp5	Timepoint 5	5	8	None	Tp5_Cage4	Tp5_None	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	1.29E+07	High	CIN 3	High	Persistent
LKMB005_109	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_109_S111_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_109_S111_R2_001.fastq.gz	09-16--MP5-2	LKMB005_109	Pilot	E2	16-Sep	MP5-2	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp5	Timepoint 5	5	8	None	Tp5_Cage5	Tp5_None	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	4.63E+05	High	No Tissue	No Tissue	Unknown
LKMB005_110	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_110_S112_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_110_S112_R2_001.fastq.gz	09-16--MP5-3	LKMB005_110	Pilot	E2	16-Sep	MP5-3	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp5	Timepoint 5	5	8	None	Tp5_Cage5	Tp5_None	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	3.95E+05	High	SCC	Cancer	Persistent
LKMB005_111	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_111_S113_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_111_S113_R2_001.fastq.gz	09-16--MP5-4	LKMB005_111	Pilot	E2	16-Sep	MP5-4	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp5	Timepoint 5	5	8	None	Tp5_Cage5	Tp5_None	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	9.48E+03	Low	CIN 2	Low	Persistent
LKMB005_112	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_112_S114_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_112_S114_R2_001.fastq.gz	09-16--MP6-1	LKMB005_112	Pilot	E2	16-Sep	MP6-1	Mouse	Cage6	E2_Cage6	E2_Cage6_Tp5	Timepoint 5	5	8	None	Tp5_Cage6	Tp5_None	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	1.85E+05	High	CIN 3	High	Persistent
LKMB005_113	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_113_S115_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_113_S115_R2_001.fastq.gz	09-16--MP6-2	LKMB005_113	Pilot	E2	16-Sep	MP6-2	Mouse	Cage6	E2_Cage6	E2_Cage6_Tp5	Timepoint 5	5	8	None	Tp5_Cage6	Tp5_None	No	Infected	Infected	Infected	Early Infection (4 & 6wpi)	6 wks post-infection with MmuPV1	1.24E+04	Low	CIN 3	High	Persistent
LKMB005_120	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_120_S122_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_120_S122_R2_001.fastq.gz	09-29--MP1-1	LKMB005_120	Pilot	E2	29-Sep	MP1-1	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage1	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	7.70E+03	Low	Hyperplasia	Low	Cleared
LKMB005_121	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_121_S123_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_121_S123_R2_001.fastq.gz	09-29--MP1-2	LKMB005_121	Pilot	E2	29-Sep	MP1-2	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage1	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	1.12E+04	Low	CIN 2	Low	Cleared
LKMB005_122	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_122_S124_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_122_S124_R2_001.fastq.gz	09-29--MP1-3	LKMB005_122	Pilot	E2	29-Sep	MP1-3	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage1	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	1.22E+04	Low	CIN 2	Low	Close to cleared
LKMB005_123	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_123_S125_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_123_S125_R2_001.fastq.gz	09-29--MP1-4	LKMB005_123	Pilot	E2	29-Sep	MP1-4	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage1	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	7.41E+02	Low	CIN 2	Low	Close to cleared
LKMB005_124	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_124_S126_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_124_S126_R2_001.fastq.gz	09-29--MP2-1	LKMB005_124	Pilot	E2	29-Sep	MP2-1	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage2	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	6.28E+01	Low	CIN 2	Low	Cleared 
LKMB005_125	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_125_S127_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_125_S127_R2_001.fastq.gz	09-29--MP2-2	LKMB005_125	Pilot	E2	29-Sep	MP2-2	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage2	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	5.18E+04	High	CIN 2	Low	Persistent
LKMB005_126	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_126_S128_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_126_S128_R2_001.fastq.gz	09-29--MP2-3	LKMB005_126	Pilot	E2	29-Sep	MP2-3	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage2	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	2.31E+05	High	CIN 3	High	Persistent
LKMB005_127	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_127_S129_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_127_S129_R2_001.fastq.gz	09-29--MP2-4	LKMB005_127	Pilot	E2	29-Sep	MP2-4	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage2	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	1.05E+04	Low	CIN 3	High	Persistent
LKMB005_128	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_128_S130_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_128_S130_R2_001.fastq.gz	09-29--MP3-1	LKMB005_128	Pilot	E2	29-Sep	MP3-1	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage3	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	9.46E+02	Low	CIN 2	Low	Persistent
LKMB005_129	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_129_S131_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_129_S131_R2_001.fastq.gz	09-29--MP3-2	LKMB005_129	Pilot	E2	29-Sep	MP3-2	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage3	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	1.46E+04	Low	CIN 3	High	Persistent
LKMB005_130	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_130_S132_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_130_S132_R2_001.fastq.gz	09-29--MP3-3	LKMB005_130	Pilot	E2	29-Sep	MP3-3	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp6	Timepoint 6	6	10	ABX	Tp6_Cage3	Tp6_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	1.52E+05	High	CIN 3	High	Persistent
LKMB005_131	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_131_S133_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_131_S133_R2_001.fastq.gz	09-29--MP4-1	LKMB005_131	Pilot	E2	29-Sep	MP4-1	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp6	Timepoint 6	6	10	None	Tp6_Cage4	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	3.08E+04	High	CIN 3	High	Persistent
LKMB005_132	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_132_S134_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_132_S134_R2_001.fastq.gz	09-29--MP4-2	LKMB005_132	Pilot	E2	29-Sep	MP4-2	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp6	Timepoint 6	6	10	None	Tp6_Cage4	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	3.92E+04	High	CIN 3	High	Persistent
LKMB005_133	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_133_S135_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_133_S135_R2_001.fastq.gz	09-29--MP4-3	LKMB005_133	Pilot	E2	29-Sep	MP4-3	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp6	Timepoint 6	6	10	None	Tp6_Cage4	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	1.23E+05	High	CIN 3	High	Persistent
LKMB005_134	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_134_S136_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_134_S136_R2_001.fastq.gz	09-29--MP5-1	LKMB005_134	Pilot	E2	29-Sep	MP5-1	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp6	Timepoint 6	6	10	None	Tp6_Cage5	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	3.75E+02	Low	CIN 3	High	Persistent
LKMB005_135	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_135_S137_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_135_S137_R2_001.fastq.gz	09-29--MP5-2	LKMB005_135	Pilot	E2	29-Sep	MP5-2	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp6	Timepoint 6	6	10	None	Tp6_Cage5	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	7.08E+04	High	No Tissue	No Tissue	Unknown
LKMB005_136	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_136_S138_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_136_S138_R2_001.fastq.gz	09-29--MP5-3	LKMB005_136	Pilot	E2	29-Sep	MP5-3	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp6	Timepoint 6	6	10	None	Tp6_Cage5	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	1.06E+06	High	SCC	Cancer	Persistent
LKMB005_137	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_137_S139_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_137_S139_R2_001.fastq.gz	09-29--MP5-4	LKMB005_137	Pilot	E2	29-Sep	MP5-4	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp6	Timepoint 6	6	10	None	Tp6_Cage5	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	8.18E+03	Low	CIN 2	Low	Persistent
LKMB005_138	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_138_S140_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_138_S140_R2_001.fastq.gz	09-29--MP6-1	LKMB005_138	Pilot	E2	29-Sep	MP6-1	Mouse	Cage6	E2_Cage6	E2_Cage6_Tp6	Timepoint 6	6	10	None	Tp6_Cage6	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	5.29E+03	Low	CIN 3	High	Persistent
LKMB005_139	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_139_S141_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_139_S141_R2_001.fastq.gz	09-29--MP6-2	LKMB005_139	Pilot	E2	29-Sep	MP6-2	Mouse	Cage6	E2_Cage6	E2_Cage6_Tp6	Timepoint 6	6	10	None	Tp6_Cage6	Tp6_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	8 wks post-infection with MmuPV1	7.99E+03	Low	CIN 3	High	Persistent
LKMB005_149	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_149_S151_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_149_S151_R2_001.fastq.gz	10-13--MP1-1	LKMB005_149	Pilot	E2	13-Oct	MP1-1	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage1	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	6.42E+02	Low	Hyperplasia	Low	Cleared
LKMB005_150	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_150_S152_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_150_S152_R2_001.fastq.gz	10-13--MP1-2	LKMB005_150	Pilot	E2	13-Oct	MP1-2	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage1	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	3.94E+03	Low	CIN 2	Low	Cleared
LKMB005_151	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_151_S153_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_151_S153_R2_001.fastq.gz	10-13--MP1-3	LKMB005_151	Pilot	E2	13-Oct	MP1-3	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage1	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	3.19E+03	Low	CIN 2	Low	Close to cleared
LKMB005_152	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_152_S154_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_152_S154_R2_001.fastq.gz	10-13--MP1-4	LKMB005_152	Pilot	E2	13-Oct	MP1-4	Mouse	Cage1	E2_Cage1	E2_Cage1_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage1	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	1.92E+03	Low	CIN 2	Low	Close to cleared
