sample-id	forward-absolute-filepath	reverse-absolute-filepath	SampleNO	Ex	ShortID	FullID	MouseID	Cage	Group	Infected	ABX	Timepoint	Tp.Inf.ABX.Group	LevageDate 	PostInfection(wk)	InfectStageML	PostABx(wk)	Notes 	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseEndpointRanked	Cleared.PersistentAtEndpoint
LK16S009-317	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-317_S129_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-317_S129_L001_R2_001.fastq.gz	103	E4	MV-103	T4-M-31.3-B	M-31.3-B	Cage 31	Infected ABX	Infected	ABX	4	T4 Infected ABX	3.16.21	14	Mid Infection 9 & 14 wpi	9				At least CIN3	High	Persistent
LK16S009-318	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-318_S130_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-318_S130_L001_R2_001.fastq.gz	104	E4	MV-104	T4-PBS	PBS	Cage 	PBS	PBS	PBS	4	T4 PBS	3.16.21	14	Mid Infection 9 & 14 wpi	9						
LK16S009-319	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-319_S131_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-319_S131_L001_R2_001.fastq.gz	105	E4	MV-105	T5-M-24.A.1-B	M-24.A.1-B	Cage 24A	Mock None	Mock	None	5	T5 Mock None	4.14.21	18	Late Infection 18 & 25 wpi	13				Normal/Hyperplasia	None	Mock
LK16S009-320	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-320_S132_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-320_S132_L001_R2_001.fastq.gz	106	E4	MV-106	T5-M-24.A.2-B	M-24.A.2-B	Cage 24A	Mock None	Mock	None	5	T5 Mock None	4.14.21	18	Late Infection 18 & 25 wpi	13				Normal/Hyperplasia	None	Mock
LK16S009-321	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-321_S133_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-321_S133_L001_R2_001.fastq.gz	107	E4	MV-107	T5-M-24.B.1-B	M-24.B.1-B	Cage 24B	Mock ABX	Mock	ABX	5	T5 Mock ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				Normal/Hyperplasia	None	Mock
LK16S009-322	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-322_S134_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-322_S134_L001_R2_001.fastq.gz	108	E4	MV-108	T5-M-24.B.2-B	M-24.B.2-B	Cage 24B	Mock ABX	Mock	ABX	5	T5 Mock ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				Normal	None	Mock
LK16S009-323	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-323_S135_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-323_S135_L001_R2_001.fastq.gz	109	E4	MV-109	T5-M-25.1-B	M-25.1-B	Cage 25	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-324	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-324_S136_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-324_S136_L001_R2_001.fastq.gz	110	E4	MV-110	T5-M-25.2-B	M-25.2-B	Cage 25	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-325	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-325_S137_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-325_S137_L001_R2_001.fastq.gz	111	E4	MV-111	T5-M-25.3-B	M-25.3-B	Cage 25	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-326	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-326_S138_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-326_S138_L001_R2_001.fastq.gz	113	E4	MV-113	T5-M-26.1-B	M-26.1-B	Cage 26	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-327	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-327_S139_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-327_S139_L001_R2_001.fastq.gz	114	E4	MV-114	T5-M-26.2-B	M-26.2-B	Cage 26	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				At least CIN3	High	Persistent
LK16S009-328	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-328_S140_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-328_S140_L001_R2_001.fastq.gz	115	E4	MV-115	T5-M-26.3-B	M-26.3-B	Cage 26	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-329	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-329_S141_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-329_S141_L001_R2_001.fastq.gz	116	E4	MV-116	T5-M-26.4-B	M-26.4-B	Cage 26	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-330	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-330_S142_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-330_S142_L001_R2_001.fastq.gz	117	E4	MV-117	T5-M-28.1-B	M-28.1-B	Cage 28	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-331	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-331_S143_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-331_S143_L001_R2_001.fastq.gz	118	E4	MV-118	T5-M-28.2-B	M-28.2-B	Cage 28	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-332	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-332_S144_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-332_S144_L001_R2_001.fastq.gz	119	E4	MV-119	T5-M-28.3-B	M-28.3-B	Cage 28	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				At least CIN3	High	Persistent
LK16S009-333	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-333_S145_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-333_S145_L001_R2_001.fastq.gz	120	E4	MV-120	T5-M-28.4-B	M-28.4-B	Cage 28	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-334	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-334_S146_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-334_S146_L001_R2_001.fastq.gz	121	E4	MV-121	T5-M-29.1-B	M-29.1-B	Cage 29	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-335	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-335_S147_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-335_S147_L001_R2_001.fastq.gz	122	E4	MV-122	T5-M-29.2-B	M-29.2-B	Cage 29	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				Normal/Hyperplasia	None	Persistent
LK16S009-336	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-336_S148_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-336_S148_L001_R2_001.fastq.gz	123	E4	MV-123	T5-M-29.3-B	M-29.3-B	Cage 29	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Cleared
LK16S009-337	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-337_S149_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-337_S149_L001_R2_001.fastq.gz	124	E4	MV-124	T5-M-30.1-B	M-30.1-B	Cage 30	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				At least CIN3	High	Persistent
LK16S009-338	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-338_S150_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-338_S150_L001_R2_001.fastq.gz	125	E4	MV-125	T5-M-30.2-B	M-30.2-B	Cage 30	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				CIN3	High	Persistent
LK16S009-339	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-339_S151_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-339_S151_L001_R2_001.fastq.gz	126	E4	MV-126	T5-M-30.3-B	M-30.3-B	Cage 30	Infected None	Infected	None	5	T5 Infected None	4.14.21	18	Late Infection 18 & 25 wpi	13				At least CIN3	High	Persistent
LK16S009-340	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-340_S152_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-340_S152_L001_R2_001.fastq.gz	127	E4	MV-127	T5-M-31.1-B	M-31.1-B	Cage 31	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				At least CIN3	High	Persistent
LK16S009-341	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-341_S153_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-341_S153_L001_R2_001.fastq.gz	128	E4	MV-128	T5-M-31.2-B	M-31.2-B	Cage 31	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				At least CIN3	High	Persistent
LK16S009-342	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-342_S154_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-342_S154_L001_R2_001.fastq.gz	129	E4	MV-129	T5-M-31.3-B	M-31.3-B	Cage 31	Infected ABX	Infected	ABX	5	T5 Infected ABX	4.14.21	18	Late Infection 18 & 25 wpi	13				At least CIN3	High	Persistent
LK16S009-343	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-343_S155_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-343_S155_L001_R2_001.fastq.gz	130	E4	MV-130	T5-PBS	PBS	Cage 	PBS	PBS	PBS	5	T5 PBS	4.14.21	18	Late Infection 18 & 25 wpi	13						
LK16S009-344	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-344_S156_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-344_S156_L001_R2_001.fastq.gz	131	E4	MV-131	T6-M-24.A.1-B	M-24.A.1-B	Cage 24A	Mock None	Mock	None	6	T6 Mock None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	8.62E+02	Mock	Normal/Hyperplasia	None	Mock
LK16S009-345	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-345_S157_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-345_S157_L001_R2_001.fastq.gz	132	E4	MV-132	T6-M-24.A.2-B	M-24.A.2-B	Cage 24A	Mock None	Mock	None	6	T6 Mock None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	3.65E+01	Mock	Normal/Hyperplasia	None	Mock
LK16S009-346	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-346_S158_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-346_S158_L001_R2_001.fastq.gz	133	E4	MV-133	T6-M-24.B.1-B	M-24.B.1-B	Cage 24B	Mock ABX	Mock	ABX	6	T6 Mock ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	3.81E+01	Mock	Normal/Hyperplasia	None	Mock
LK16S009-347	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-347_S159_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-347_S159_L001_R2_001.fastq.gz	134	E4	MV-134	T6-M-24.B.2-B	M-24.B.2-B	Cage 24B	Mock ABX	Mock	ABX	6	T6 Mock ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	5.12E+02	Mock	Normal	None	Mock
LK16S009-348	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-348_S160_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-348_S160_L001_R2_001.fastq.gz	135	E4	MV-135	T6-M-25.1-B	M-25.1-B	Cage 25	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	5.11E+05	High	CIN3	High	Persistent
LK16S009-349	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-349_S161_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-349_S161_L001_R2_001.fastq.gz	136	E4	MV-136	T6-M-25.2-B	M-25.2-B	Cage 25	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	1.36E+05	High	CIN3	High	Persistent
LK16S009-350	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-350_S162_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-350_S162_L001_R2_001.fastq.gz	137	E4	MV-137	T6-M-25.3-B	M-25.3-B	Cage 25	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	4.10E+05	High	CIN3	High	Persistent
LK16S009-351	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-351_S163_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-351_S163_L001_R2_001.fastq.gz	139	E4	MV-139	T6-M-26.1-B	M-26.1-B	Cage 26	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point			CIN3	High	Persistent
LK16S009-352	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-352_S164_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-352_S164_L001_R2_001.fastq.gz	140	E4	MV-140	T6-M-26.2-B	M-26.2-B	Cage 26	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	4.67E+05	High	At least CIN3	High	Persistent
LK16S009-353	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-353_S165_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-353_S165_L001_R2_001.fastq.gz	141	E4	MV-141	T6-M-26.3-B	M-26.3-B	Cage 26	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	2.88E+06	High	CIN3	High	Persistent
LK16S009-354	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-354_S166_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-354_S166_L001_R2_001.fastq.gz	142	E4	MV-142	T6-M-26.4-B	M-26.4-B	Cage 26	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	8.10E+05	High	CIN3	High	Persistent
LK16S009-355	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-355_S167_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-355_S167_L001_R2_001.fastq.gz	143	E4	MV-143	T6-M-28.1-B	M-28.1-B	Cage 28	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	2.03E+05	High	CIN3	High	Persistent
LK16S009-356	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R2_001.fastq.gz	144	E4	MV-144	T6-M-28.2-B	M-28.2-B	Cage 28	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	1.56E+06	High	CIN3	High	Persistent
LK16S009-357	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-357_S169_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-357_S169_L001_R2_001.fastq.gz	145	E4	MV-145	T6-M-28.3-B	M-28.3-B	Cage 28	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	5.45E+05	High	At least CIN3	High	Persistent
LK16S009-358	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-358_S170_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-358_S170_L001_R2_001.fastq.gz	146	E4	MV-146	T6-M-28.4-B	M-28.4-B	Cage 28	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	2.15E+06	High	CIN3	High	Persistent
LK16S009-359	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-359_S171_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-359_S171_L001_R2_001.fastq.gz	147	E4	MV-147	T6-M-29.1-B	M-29.1-B	Cage 29	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	1.59E+06	High	CIN3	High	Persistent
LK16S009-360	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-360_S172_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-360_S172_L001_R2_001.fastq.gz	148	E4	MV-148	T6-M-29.2-B	M-29.2-B	Cage 29	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	2.79E+06	High	Normal/Hyperplasia	None	Persistent
LK16S009-361	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R2_001.fastq.gz	149	E4	MV-149	T6-M-29.3-B	M-29.3-B	Cage 29	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	2.09E+02	Low	CIN3	High	Cleared
LK16S009-362	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-362_S174_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-362_S174_L001_R2_001.fastq.gz	150	E4	MV-150	T6-M-30.1-B	M-30.1-B	Cage 30	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	3.95E+05	High	At least CIN3	High	Persistent
LK16S009-363	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-363_S175_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-363_S175_L001_R2_001.fastq.gz	151	E4	MV-151	T6-M-30.2-B	M-30.2-B	Cage 30	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	2.07E+05	High	CIN3	High	Persistent
LK16S009-364	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-364_S176_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-364_S176_L001_R2_001.fastq.gz	152	E4	MV-152	T6-M-30.3-B	M-30.3-B	Cage 30	Infected None	Infected	None	6	T6 Infected None	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	2.13E+05	High	At least CIN3	High	Persistent
LK16S009-365	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-365_S177_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-365_S177_L001_R2_001.fastq.gz	153	E4	MV-153	T6-M-31.1-B	M-31.1-B	Cage 31	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	4.20E+05	High	At least CIN3	High	Persistent
LK16S009-366	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-366_S178_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-366_S178_L001_R2_001.fastq.gz	154	E4	MV-154	T6-M-31.2-B	M-31.2-B	Cage 31	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	2.86E+06	High	At least CIN3	High	Persistent
LK16S009-367	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-367_S179_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-367_S179_L001_R2_001.fastq.gz	155	E4	MV-155	T6-M-31.3-B	M-31.3-B	Cage 31	Infected ABX	Infected	ABX	6	T6 Infected ABX	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point	1.05E+07	High	At least CIN3	High	Persistent
LK16S009-368	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-368_S180_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-368_S180_L001_R2_001.fastq.gz	156	E4	MV-156	T6-PBS	PBS	Cage 	PBS	PBS	PBS	6	T6 PBS	6.1.21	24.5	Late Infection 18 & 25 wpi	20	End Point					
