"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","SampleNO","Ex","ShortID","FullID","MouseID","Cage","Group","Infected","ABX","Timepoint","Tp.Inf.ABX.Group","LevageDate","PostInfection.wk.","InfectStageML","PostABx.wk.","Notes","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"2480","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-346",0.0584795321637427,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-346_S158_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-346_S158_L001_R2_001.fastq.gz",133,"E4","MV-133","T6-M-24.B.1-B","M-24.B.1-B","Cage 24B","Mock ABX","Mock","ABX","6","T6 Mock ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",38.1,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"51","0dc277489ce86368856c74d651527d29","LK16S009-280",0.0584677419354839,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-280_S92_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-280_S92_L001_R2_001.fastq.gz",65,"E4","MV-65","T3-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","3","T3 Infected None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",251000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"7729","cd6018ff4b88a82f603282e835f496ef","LK16S009-332",0.0584343991179713,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-332_S144_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-332_S144_L001_R2_001.fastq.gz",119,"E4","MV-119","T5-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"5945","a5edc8743051223a1896f8d0501d65fd","LK16S009-235",0.0583515681983953,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-235_S47_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-235_S47_L001_R2_001.fastq.gz",20,"E4","MV-20","T1-M-30.1-B","M-30.1-B","Cage 30","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",707000,"High","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"1373","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-255",0.0579150579150579,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-255_S67_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-255_S67_L001_R2_001.fastq.gz",40,"E4","MV-40","T2-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",28600,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"3430","5e23e6814445434cee276fa01409419b","LK16S009-338",0.0575610459527014,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-338_S150_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-338_S150_L001_R2_001.fastq.gz",125,"E4","MV-125","T5-M-30.2-B","M-30.2-B","Cage 30","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"9459","eeb1e469818b46bf73b3f60970cbd4e4","LK16S009-271",0.0574948665297741,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-271_S83_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-271_S83_L001_R2_001.fastq.gz",56,"E4","MV-56","T3-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","3","T3 Mock ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",1590,"Mock","Normal","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"9975","f716e8fadfd332563b90125b21ae3e54","LK16S009-356",0.0574177529484792,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R2_001.fastq.gz",144,"E4","MV-144","T6-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",1560000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"4200","7f8774a733c57d1db0f78058075b70b7","LK16S009-242",0.0570330969267139,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-242_S54_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-242_S54_L001_R2_001.fastq.gz",27,"E4","MV-27","T2-M-24.A.1-B","M-24.A.1-B","Cage 24A","Mock None","Mock","None","2","T2 Mock None","1.25.21","7","Early Infection 5 & 7 wpi","2","",5690,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1655","2e851e956e6efc6849ac305ae18ef4bb","LK16S009-330",0.0567484662576687,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-330_S142_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-330_S142_L001_R2_001.fastq.gz",117,"E4","MV-117","T5-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"91","0dc277489ce86368856c74d651527d29","LK16S009-356",0.0567194289261328,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R2_001.fastq.gz",144,"E4","MV-144","T6-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",1560000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"8597","dc4672989835c2290a08fde7e01454a2","LK16S009-305",0.0566037735849057,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-305_S117_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-305_S117_L001_R2_001.fastq.gz",91,"E4","MV-91","T4-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium"
"2355","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-276",0.0565723793677205,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-276_S88_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-276_S88_L001_R2_001.fastq.gz",61,"E4","MV-61","T3-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",488000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"3122","5413105515c5f7b235033fadcbff058e","LK16S009-274",0.05653912050257,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-274_S86_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-274_S86_L001_R2_001.fastq.gz",59,"E4","MV-59","T3-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",35600,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella"
"9892","f716e8fadfd332563b90125b21ae3e54","LK16S009-235",0.0565280816921955,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-235_S47_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-235_S47_L001_R2_001.fastq.gz",20,"E4","MV-20","T1-M-30.1-B","M-30.1-B","Cage 30","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",707000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"8397","dbbc63b3f43b8a88686db2cea99f071e","LK16S009-250",0.0564216778025241,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-250_S62_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-250_S62_L001_R2_001.fastq.gz",35,"E4","MV-35","T2-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",388000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia"
"2493","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-348",0.0562785789658811,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-348_S160_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-348_S160_L001_R2_001.fastq.gz",135,"E4","MV-135","T6-M-25.1-B","M-25.1-B","Cage 25","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",511000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"6448","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-225",0.0560897435897436,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-225_S37_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-225_S37_L001_R2_001.fastq.gz",10,"E4","MV-10","T1-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1470000,"High","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"5599","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-274",0.0559680182752713,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-274_S86_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-274_S86_L001_R2_001.fastq.gz",59,"E4","MV-59","T3-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",35600,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1465","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-344",0.0557849052609294,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-344_S156_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-344_S156_L001_R2_001.fastq.gz",131,"E4","MV-131","T6-M-24.A.1-B","M-24.A.1-B","Cage 24A","Mock None","Mock","None","6","T6 Mock None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",862,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"1405","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-290",0.0554089709762533,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-290_S102_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-290_S102_L001_R2_001.fastq.gz",75,"E4","MV-75","T3-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",685000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"7727","cd6018ff4b88a82f603282e835f496ef","LK16S009-290",0.0554089709762533,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-290_S102_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-290_S102_L001_R2_001.fastq.gz",75,"E4","MV-75","T3-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",685000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1958","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-242",0.0552600472813239,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-242_S54_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-242_S54_L001_R2_001.fastq.gz",27,"E4","MV-27","T2-M-24.A.1-B","M-24.A.1-B","Cage 24A","Mock None","Mock","None","2","T2 Mock None","1.25.21","7","Early Infection 5 & 7 wpi","2","",5690,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2839","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-330",0.0552147239263804,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-330_S142_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-330_S142_L001_R2_001.fastq.gz",117,"E4","MV-117","T5-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"7822","d1d32f5e2af125cca03ee71eb338257e","LK16S009-306",0.0547226386806597,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-306_S118_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-306_S118_L001_R2_001.fastq.gz",92,"E4","MV-92","T4-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"2428","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-229",0.0545144804088586,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-229_S41_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-229_S41_L001_R2_001.fastq.gz",14,"E4","MV-14","T1-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",218000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"7672","cd6018ff4b88a82f603282e835f496ef","LK16S009-331",0.0544102737411288,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-331_S143_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-331_S143_L001_R2_001.fastq.gz",118,"E4","MV-118","T5-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"8697","e2a09a0563b9faf1419a75a16268d6b5","LK16S009-264",0.054249547920434,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-264_S76_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-264_S76_L001_R2_001.fastq.gz",49,"E4","MV-49","T2-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",567000,"High","At least CIN3","High","Persistent","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"2612","49c7180d4de431e2238e3e9d8b42f3ef","LK16S009-305",0.0537010159651669,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-305_S117_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-305_S117_L001_R2_001.fastq.gz",91,"E4","MV-91","T4-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"5668","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-236",0.0536564257897014,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-236_S48_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-236_S48_L001_R2_001.fastq.gz",21,"E4","MV-21","T1-M-30.2-B","M-30.2-B","Cage 30","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",101000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"7693","cd6018ff4b88a82f603282e835f496ef","LK16S009-294",0.0535666696277872,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-294_S106_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-294_S106_L001_R2_001.fastq.gz",79,"E4","MV-79","T4-M-24.A.1-B","M-24.A.1-B","Cage 24A","Mock None","Mock","None","4","T4 Mock None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","Normal/Hyperplasia","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"6328","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-268",0.0534698521046644,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-268_S80_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-268_S80_L001_R2_001.fastq.gz",53,"E4","MV-53","T3-M-24.A.1-B","M-24.A.1-B","Cage 24A","Mock None","Mock","None","3","T3 Mock None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",91,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"6413","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-361",0.052657240370551,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R2_001.fastq.gz",149,"E4","MV-149","T6-M-29.3-B","M-29.3-B","Cage 29","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",209,"Low","CIN3","High","Cleared","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"6349","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-275",0.0526075022872827,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-275_S87_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-275_S87_L001_R2_001.fastq.gz",60,"E4","MV-60","T3-M-25.4-B","M-25.4-B","Cage 25","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",1860,"Low","","","","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"7712","cd6018ff4b88a82f603282e835f496ef","LK16S009-364",0.0525304292120436,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-364_S176_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-364_S176_L001_R2_001.fastq.gz",152,"E4","MV-152","T6-M-30.3-B","M-30.3-B","Cage 30","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",213000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"6087","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-256",0.0524880708929789,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-256_S68_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-256_S68_L001_R2_001.fastq.gz",41,"E4","MV-41","T2-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",108000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"1419","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-312",0.0524017467248908,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-312_S124_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-312_S124_L001_R2_001.fastq.gz",98,"E4","MV-98","T4-M-30.1-B","M-30.1-B","Cage 30","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"1986","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-308",0.0523560209424084,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-308_S120_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-308_S120_L001_R2_001.fastq.gz",94,"E4","MV-94","T4-M-28.4-B","M-28.4-B","Cage 28","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
