"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Ex","ExName","ShortID","MouseID","Timepoint","Time","ViralCopyNumber","ViralCopyNumberRanked","ViralInfectGroup","CTL","Tp.InfectDose","Cleared.Persist.Endpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"1120","99a69b4c4e1d3c6dd7ad5b5cf05f3536","LK16S009-398",0.0491029272898961,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-398_S210_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-398_S210_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-26","51.2","T2","5 months Post Infection",811,"Low","10^6","CTL","T2_10^6","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"767","58f641ee47107319380adc34424af6ac","LK16S009-389",0.0486486486486487,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-389_S201_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-389_S201_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-17","52.5","T1","2 months Post Infection",21900,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium"
"827","5e23e6814445434cee276fa01409419b","LK16S009-397",0.0485074626865672,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-397_S209_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-397_S209_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-25","51.1","T2","5 months Post Infection",94.5,"Low","10^6","CTL","T2_10^6","Cleared","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"53","03d87a3cad8263a40c6186a5c6712ac4","LK16S009-387",0.0481125092524056,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-387_S199_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-387_S199_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-15","52.3","T1","2 months Post Infection",609,"Low","10^8","CTL","T1_10^8","Persistent","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"1371","c0668468b41b073e607d60fac4a96b4f","LK16S009-383",0.0477477477477477,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-11","51.4","T1","2 months Post Infection",136000,"High","10^6","CTL","T1_10^6","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus"
"1438","cd6018ff4b88a82f603282e835f496ef","LK16S009-378",0.0452471482889734,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-06","50.4","T1","2 months Post Infection",52.5,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1224","a4c08d2783d9e9e3a54020e325fe5bd8","LK16S009-379",0.0446481961331473,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-07","50.5","T1","2 months Post Infection",591,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"202","0dee52d76dbe1fc51de400fe84acfb2d","LK16S009-395",0.0443037974683544,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-395_S207_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-395_S207_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-23","50.4","T2","5 months Post Infection",449,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus"
"43","03d87a3cad8263a40c6186a5c6712ac4","LK16S009-400",0.0441981390257252,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-400_S212_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-400_S212_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-28","51.4","T2","5 months Post Infection",2500000,"High","10^6","CTL","T2_10^6","Persistent","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"1485","d1d32f5e2af125cca03ee71eb338257e","LK16S009-388",0.0438695163104612,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-16","52.4","T1","2 months Post Infection",160000,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"283","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-389",0.0432432432432432,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-389_S201_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-389_S201_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-17","52.5","T1","2 months Post Infection",21900,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"207","186f30f00cf8c2934bba3ce976af2823","LK16S009-385",0.0427167113494191,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-13","52.1","T1","2 months Post Infection",27600,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Gordoniaceae","Gordonia"
"1066","971b246bb84e0b6c12602e71af905109","LK16S009-391",0.041976980365606,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-19","49.2","T2","5 months Post Infection",470,"Low","Mock","CTL","T2_Mock ","Mock","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter"
"1469","d1d32f5e2af125cca03ee71eb338257e","LK16S009-391",0.041976980365606,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-19","49.2","T2","5 months Post Infection",470,"Low","Mock","CTL","T2_Mock ","Mock","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"295","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-385",0.0411081322609473,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-13","52.1","T1","2 months Post Infection",27600,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"40","03d87a3cad8263a40c6186a5c6712ac4","LK16S009-399",0.0406804733727811,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-399_S211_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-399_S211_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-27","51.3","T2","5 months Post Infection",638000,"High","10^6","CTL","T2_10^6","Persistent","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"143","094d43d9687d5f9cd8eb4f37b3c4f3c5","LK16S009-393",0.0404228855721393,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-393_S205_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-393_S205_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-21","50.2","T2","5 months Post Infection",78.4,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum"
"318","2c659b9f6a8272e33096fd98ee6bafe7","LK16S009-379",0.0396651385290014,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-07","50.5","T1","2 months Post Infection",591,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus"
"607","4a58b7146c617da2797aaed74fc7990d","LK16S009-383",0.0396396396396396,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-11","51.4","T1","2 months Post Infection",136000,"High","10^6","CTL","T1_10^6","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus"
"675","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-393",0.0391791044776119,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-393_S205_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-393_S205_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-21","50.2","T2","5 months Post Infection",78.4,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"435","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-385",0.0389633601429848,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-13","52.1","T1","2 months Post Infection",27600,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"571","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-395",0.038878842676311,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-395_S207_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-395_S207_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-23","50.4","T2","5 months Post Infection",449,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"781","58f641ee47107319380adc34424af6ac","LK16S009-378",0.0380228136882129,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-06","50.4","T1","2 months Post Infection",52.5,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium"
"1447","cd6018ff4b88a82f603282e835f496ef","LK16S009-406",0.037568306010929,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-406_S218_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-406_S218_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-34","52.5","T2","5 months Post Infection",217000,"High","10^8","CTL","T2_10^8","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"54","03d87a3cad8263a40c6186a5c6712ac4","LK16S009-388",0.0371203599550056,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-16","52.4","T1","2 months Post Infection",160000,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"425","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-402",0.036854103343465,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-402_S214_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-402_S214_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-30","52.1","T2","5 months Post Infection",339000,"High","10^8","CTL","T2_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1632","fbcddbc6c86de56f63c65f9f817dc8ff","LK16S009-405",0.0360086767895878,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-405_S217_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-405_S217_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-33","52.4","T2","5 months Post Infection",43200,"High","10^8","CTL","T2_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"1191","a4c08d2783d9e9e3a54020e325fe5bd8","LK16S009-405",0.0355748373101952,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-405_S217_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-405_S217_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-33","52.4","T2","5 months Post Infection",43200,"High","10^8","CTL","T2_10^8","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"860","747bdad4b6221710f569298075a92bb1","LK16S009-391",0.034529451591063,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-19","49.2","T2","5 months Post Infection",470,"Low","Mock","CTL","T2_Mock ","Mock","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"1353","b840a2fe16da42f873ba87a686d36f5b","LK16S009-377",0.0341655716162943,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-05","50.3","T1","2 months Post Infection",90.6,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"557","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-380",0.0334320778671181,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-380_S192_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-380_S192_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-08","51.1","T1","2 months Post Infection",46.4,"Low","10^6","CTL","T1_10^6","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"1624","fbcddbc6c86de56f63c65f9f817dc8ff","LK16S009-402",0.0330547112462006,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-402_S214_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-402_S214_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-30","52.1","T2","5 months Post Infection",339000,"High","10^8","CTL","T2_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"523","45046ad4689a02bd4ef603f649764f1b","LK16S009-380",0.0330088870080406,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-380_S192_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-380_S192_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-08","51.1","T1","2 months Post Infection",46.4,"Low","10^6","CTL","T1_10^6","Cleared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1435","cd6018ff4b88a82f603282e835f496ef","LK16S009-380",0.0330088870080406,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-380_S192_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-380_S192_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-08","51.1","T1","2 months Post Infection",46.4,"Low","10^6","CTL","T1_10^6","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1541","f52159da929460ff38c6fca03c23e4c2","LK16S009-391",0.032498307379824,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-19","49.2","T2","5 months Post Infection",470,"Low","Mock","CTL","T2_Mock ","Mock","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]"
"1113","99a69b4c4e1d3c6dd7ad5b5cf05f3536","LK16S009-383",0.0324324324324324,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-11","51.4","T1","2 months Post Infection",136000,"High","10^6","CTL","T1_10^6","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"1552","f52159da929460ff38c6fca03c23e4c2","LK16S009-383",0.0324324324324324,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-11","51.4","T1","2 months Post Infection",136000,"High","10^6","CTL","T1_10^6","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]"
"51","03d87a3cad8263a40c6186a5c6712ac4","LK16S009-401",0.0321027287319422,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-401_S213_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-401_S213_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-29","51.5","T2","5 months Post Infection",85700,"High","10^6","CTL","T2_10^6","Persistent","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"718","5771530ad63cc660725ed159bb44a086","LK16S009-384",0.0318352059925094,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-384_S196_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-384_S196_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-12","51.5","T1","2 months Post Infection",13200,"Low","10^6","CTL","T1_10^6","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]"
"1553","f52159da929460ff38c6fca03c23e4c2","LK16S009-394",0.0314885496183206,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-394_S206_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-394_S206_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-22","50.3","T2","5 months Post Infection",854,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]"
"865","747bdad4b6221710f569298075a92bb1","LK16S009-387",0.0310880829015544,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-387_S199_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-387_S199_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-15","52.3","T1","2 months Post Infection",609,"Low","10^8","CTL","T1_10^8","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"716","5771530ad63cc660725ed159bb44a086","LK16S009-379",0.0304963125373729,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-07","50.5","T1","2 months Post Infection",591,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]"
"749","58f641ee47107319380adc34424af6ac","LK16S009-385",0.0302055406613047,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-13","52.1","T1","2 months Post Infection",27600,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium"
"1339","b840a2fe16da42f873ba87a686d36f5b","LK16S009-380",0.0300465509944985,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-380_S192_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-380_S192_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-08","51.1","T1","2 months Post Infection",46.4,"Low","10^6","CTL","T1_10^6","Cleared","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"1118","99a69b4c4e1d3c6dd7ad5b5cf05f3536","LK16S009-377",0.0296977660972405,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-05","50.3","T1","2 months Post Infection",90.6,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
